lx_rel,ly_rel,rx_rel,ry_rel,label
-0.13335476010810687,-0.036930937296081524,-0.013042423594565537,-0.08873857646657313,stanga
-0.14443652443520294,-0.030302883614659624,-0.0065906577465093584,-0.08641766915505682,stanga
-0.13726885663375726,-0.03712649803566781,-0.014508586435482139,-0.09541018176169754,stanga
-0.10121419049354878,-0.028905803533431418,-0.00038494236129710176,-0.04358182756594892,stanga
-0.1812100020513584,-0.06683174126317272,-0.022564558318171085,-0.04592538432348885,stanga
-0.14228934621821343,-0.08790032805986427,0.01121440052218441,-0.07534912647707356,stanga
-0.13760164406762157,-0.08744427614624237,0.006449721489299325,-0.03219970008041322,stanga
-0.1606301581807164,-0.05943614744876575,-0.0047947509405765155,-0.1038210191765168,stanga
-0.15603528553879778,-0.09430711010908185,0.01659550708361304,-0.11242253617164122,stanga
-0.11047337575622772,-0.09596662030598054,0.010180527223060785,-0.08911855721423362,stanga
-0.12879404512835313,-0.10319912887974537,-0.0026920681849967694,-0.08179635751685854,stanga
-0.07930714109619463,-0.048956164216990165,0.04261613478034653,-0.03819775615403699,mijloc
-0.07697448679757635,-0.07545084021296113,0.039137166980632,-0.07062112271418118,mijloc
-0.06816520675939387,-0.08282138767109971,0.05492436635363021,-0.10029465895344294,mijloc
-0.05587400294096329,0.0375784047291223,0.04753531983523999,-0.04999804278124344,mijloc
-0.07637746488735171,-0.07373602083993551,0.06186679144002755,-0.07269404640244909,mijloc
0.04134143435045181,0.030981365367612628,0.19514473726157366,-0.051211871083930514,dreapta
-0.02835042432455392,-0.020697256142913168,0.12648978131751587,-0.06286385684064814,dreapta
0.002805937801160593,0.04427029166244834,0.17525032826568895,-0.02073105194604097,dreapta
0.003773919880289638,-0.019243847590721966,0.12864332180972532,-0.0862694644777057,dreapta
-0.023906117335414527,-0.07899936404371107,0.14836101856013945,-0.08079157769280429,dreapta
0.014348520707875933,-0.06339032058103167,0.15277979642057044,-0.021882773473600216,dreapta
-0.028326067394493226,-0.040880393729417146,0.07340029746909425,-0.06100711019432097,afara
0.12382775853045051,-0.008519372348437975,0.29540627081722565,-0.11165742522872758,afara
0.09800467342351274,0.0131013240358495,0.30049405702479676,-0.014455412009483718,afara
0.05364020268140061,-0.0316553868181547,0.20694924625345132,-0.015307668990603212,afara
-0.052333734736173906,-0.33450821686916216,0.08314130657861579,-0.25111570182770093,afara
-0.13964303587420324,-0.14614666770355392,-0.019922640603299457,-0.5557090438161019,afara
-0.16989080101415288,-0.16566418906041547,-0.02640334549513116,-0.5336346806124241,afara
-0.24295853196060269,-0.014454765948821181,-0.1247577434018112,-0.01899371254020356,afara
-0.2767434811908132,-0.10180651883930518,-0.13450041410019548,-0.015563583748439034,afara
-0.18154233094171474,-0.007536026822103628,-0.05062348881840299,-0.03532179106964056,stanga
-0.09786221876167056,-0.03887570285415091,0.002149317463519602,-0.0307645296112294,stanga
-0.13491312245291234,-0.050649429905306305,-0.023610272288808173,-0.04162795434046804,stanga
-0.1471968441126248,-0.05359922635454262,-0.01558841159519714,-0.06229964495390986,stanga
-0.16395441872596603,-0.050249132390609005,-0.030712149427233226,-0.054972085338220386,stanga
-0.16759465082780572,-0.0701464799518115,7.24049528563307e-05,-0.12429262218115902,stanga
-0.12317752029262218,-0.08215390314820728,0.013175293557204351,-0.09224821669077668,stanga
-0.11563076923076923,-0.026841135538343202,-0.0004936363466144206,-0.0894852645701901,stanga
-0.07479054052611009,-0.03591686827217396,0.050850631560585696,-0.07060134186523191,mijloc
-0.07115240512602482,-0.030341412121122992,0.038666077462870464,-0.062355179658305074,mijloc
-0.0685625774945143,-0.030673348853924157,0.04285055656049827,-0.09289822602276415,mijloc
-0.0760825966555676,-0.08504536552220313,0.0370627791983399,-0.12613201813730027,mijloc
-0.07423617456245118,-0.10477196753493528,0.03939147838704229,-0.09476309537757414,mijloc
-0.059939667587376774,-0.027911097773835686,0.04871879692702779,-0.09521266651337802,mijloc
-0.06731355899954806,-0.05974366766241039,0.05526177136089196,-0.08427502046534395,mijloc
-0.06861267143843482,-0.03429393951840249,0.025397693248978104,-0.052717940245491375,mijloc
-0.07200527195383302,-0.05707792997164828,0.030837243165226923,-0.05267023386279291,mijloc
-0.0787723807525528,-0.11525339766987314,0.02974561527662152,-0.13057683051876035,mijloc
-0.053685284255153454,-0.07653023913414427,0.06718363653488468,-0.13170594254999257,mijloc
-0.04883314053930953,-0.06835123264717773,0.08120341178694197,-0.12969612587262797,mijloc
-0.045225884722676565,-0.06358424311611742,0.07690671626841204,-0.11504122237479304,mijloc
0.02738653037197487,-0.050970558428396956,0.16027928694172988,-0.12420305663958667,dreapta
0.0012780908872162104,-0.07392284859473805,0.10124028054662453,-0.10979205835666916,dreapta
-0.00818642229357265,-0.07091466020800684,0.11868257372937666,-0.12566140243175722,dreapta
-0.021195958149328297,-0.08916220431558626,0.1138333787947217,-0.11831185363008069,dreapta
-0.007731403712796658,-0.053272680426110365,0.1012238373636595,-0.10386534344048697,dreapta
0.0019158196216165868,-0.0683518460180694,0.1599112325533996,-0.06263294391967451,dreapta
-0.013364206542015982,-0.026785298114398195,0.1395082429297273,-0.05210949642753722,dreapta
-0.03084041004601956,-0.049288350984458405,0.08969164358378995,-0.032062036693933565,dreapta
-0.037433396288565596,-0.06631929479457908,0.08366631652845885,-0.06827348132521456,dreapta
0.09178937592463118,-0.02169785226771524,0.26467442926861223,-0.24775144866426096,afara
0.07229292718547882,-0.00068811413564066,0.16904020633185038,-0.09987552021403091,afara
0.07100534558124376,0.0013211857642233904,0.18869829918001355,-0.09805094188354387,afara
0.06180964503690441,-0.019091250514167168,0.18863569684783985,-0.05228760813210012,afara
0.0199956972088607,-0.05815470873709954,0.17035772634382929,-0.08144035490258589,afara
0.0004855239208975833,-0.08510954668070268,0.14748068787044302,-0.10689902304703708,afara
-0.06398238086908611,-0.16823627766889235,0.08878077225457648,-0.18289936873375418,afara
-0.05150553388199172,-0.2027778497913048,0.08001290871986727,-0.17399116952459184,afara
-0.08186366627604579,-0.11777562194047658,0.036467062757525134,-0.12435227977512354,afara
-0.10793699308774891,-0.13884850021473552,0.013602951917143766,-0.36230284292649934,afara
-0.11822516161902975,-0.1594536247334755,0.005700198025065455,-0.3417372854809945,afara
-0.16832733200532424,-0.0692937061633751,-0.0036759682847832863,-0.16110839627467285,afara
-0.2241593448656703,-0.01485659220981405,-0.03808755793328374,-0.0956021666474588,afara
-0.20563271588695414,-0.013887291432832152,-0.06366901399646739,-0.06871083303900298,afara
-0.22213185641436298,-0.0022541721126707204,-0.05637083890606354,-0.046759683018743455,afara
-0.18522016743758596,-0.03740717581372632,-0.08019421163439074,-0.027858184469558876,afara
-0.19792240361505645,-0.07040498949665358,-0.06496973540522931,-0.02699785496260308,afara
-0.062140511477308626,-0.0996513835714508,0.010714453725077337,-0.10670121285487633,afara
-0.08557048141425848,-0.08455469032993061,0.023796386958000466,-0.09342913511186919,afara
-0.15662223744482354,-0.04448383540035251,-0.02291265605904179,-0.07475382638418267,stanga
-0.17782814161630867,-0.14406235534783712,-0.019631210735581186,-0.10905308511625457,stanga
-0.134667506097695,-0.12272337348372597,0.011411978117826266,-0.11543239282893031,mijloc
-0.2171539646524457,-0.036643706990393855,-0.0774421093775685,-0.020979899497487436,stanga
-0.10269387433681883,-0.07044679442334599,0.008283810028505624,-0.04644367941665926,stanga
-0.10780316247887789,-0.05597935534260765,0.009428213743720661,-0.051951177528147194,stanga
-0.1066902690749633,-0.08264842171569103,0.018011193199745833,-0.044597408122689565,stanga
-0.1526712608672864,-0.04215900281860082,-0.02425745338619531,-0.04491075751166498,stanga
-0.08303310607716369,-0.07183138754696726,-0.0065100436354317975,-0.020160091997984315,stanga
-0.10016973717864257,-0.08767857456641305,0.013796234876724624,-0.046093579978237216,stanga
-0.11138726598970114,-0.0733620982085968,0.023647288405630223,-0.0922170007260328,stanga
-0.1219801424693436,-0.06990642980297952,0.01911488791603558,-0.07913449040446517,stanga
-0.16568444832258056,0.011492026127545407,0.0030738706296567927,-0.06601289532111784,stanga
-0.133184831664513,-0.07579952958522757,0.04690457568550944,-0.12231976092641016,stanga
-0.1433518088323777,-0.07055943931056789,0.0042059714409346605,-0.07742273864278222,stanga
-0.11753135643649179,-0.03554428834705914,0.00014413788939869596,-0.015812733492117353,stanga
-0.15465297099943626,-0.03137825654318627,-0.019022099001583706,-0.07319693814792036,stanga
-0.14472960204753796,-0.05536434425467859,0.008846385907536324,-0.11079648786224339,stanga
-0.06398077593227225,-0.022441890497864922,0.060884268187026636,-0.08550736021868569,mijloc
-0.07336629477866506,-0.05071300759112591,0.0588071982821497,-0.11996430662443656,mijloc
-0.07086253873445927,-0.0670772975045425,0.06392758477392949,-0.09326699056074984,mijloc
-0.06585378831937358,-0.04432370579901202,0.04497415017640182,-0.07177012411568613,mijloc
-0.06348331937772685,-0.0642100766275792,0.07223753177916338,-0.1044808727251542,mijloc
-0.07345903720317143,-0.067365013924135,0.06432457246327145,-0.08291656316174388,mijloc
-0.06410931291045303,-0.06170028530129127,0.0760550442337124,-0.0831542164031824,mijloc
-0.06799973542260293,-0.08005739954644264,0.07332830498955216,-0.080202664773637,mijloc
-0.07514152816213394,-0.09776448691942534,0.07743135956992811,-0.11336573462371945,mijloc
-0.07211393423074984,-0.08920729154774137,0.1017899725948061,-0.08748096733206624,mijloc
-0.06938746543883455,-0.087763516383338,0.10647067720701775,-0.09555342895612405,mijloc
-0.06870603720685636,-0.10203858254091029,0.10655771550857439,-0.1139557716023515,mijloc
-0.08063936208085402,-0.08985604747242132,0.09795866553357147,-0.10503778591172043,mijloc
-0.07176503899230968,-0.0686597806376367,0.07467421361207295,-0.10166019108587294,mijloc
-0.06477078910472765,-0.05318222923701689,0.07781996367315938,-0.07857457407610423,mijloc
-0.03395189032497883,-0.057578031578690486,0.11730331457160725,-0.10894978185689534,dreapta
-0.03197705598433091,-0.057966024972824444,0.11419141860309448,-0.11003927575792775,dreapta
-0.05465282266600405,-0.0973199098974854,0.09360758014998403,-0.1289380151644732,dreapta
-0.05973989837012801,-0.09109638743130942,0.08911692129286282,-0.056355355616608656,dreapta
-0.02622349998058501,-0.12186027230761182,0.12553524874714647,-0.11837051087177755,dreapta
-0.014885179649520202,-0.11535328375102318,0.14832714176240244,-0.16049943690510873,dreapta
-0.02904301233492002,-0.08140974208104457,0.14884483590673042,-0.13146188894895358,dreapta
0.00154009055454828,-0.08725370313520966,0.11581451615620757,-0.13438790451277496,dreapta
0.005706114330476095,-0.06110843474436043,0.16108093970176604,-0.15419005283968437,dreapta
-0.019148456902224175,-0.08347654520377366,0.12254860783540861,-0.13165151576268513,dreapta
-0.017354152460424783,-0.10458022979535811,0.10544822154269753,-0.11700110954374891,dreapta
0.011137129177078259,-0.027947804636257796,0.15549108926716215,-0.12091477555852788,dreapta
-0.0013634222316592501,-0.023668416118320174,0.15814727698282793,-0.1574592809356681,dreapta
-0.03665333607620141,-0.07853519525385187,0.13302381880203562,-0.12819163686265028,dreapta
-0.049607616111974374,-0.08761119373732865,0.13433911905649096,-0.11007368489692498,dreapta
-0.05424925545031433,-0.0764538174500021,0.06492922900567898,-0.08814019501260228,afara
-0.006076660913999373,-0.09470418917929115,0.1434957278274455,-0.17989382139355437,afara
0.027355073335759778,-0.0793758218533591,0.2594780466502829,-0.3261357534828094,afara
0.052122825133484464,-0.07143090072008988,0.33381596491430476,-0.24983550779189218,afara
0.05744687273035965,-0.05200896256500649,0.3774209771202419,-0.3507013459026634,afara
0.08705678163003355,-0.02659485495560893,0.31766226134218184,-0.19985560814393902,afara
0.041101678006151644,-0.01833625442559358,0.20381100847854589,-0.11298878268425626,afara
0.0628908202663788,-0.07863901479293813,0.24595626564376427,-0.15001863504303498,afara
0.010181890708730174,-0.21601735901530375,0.15267419984447128,-0.270144999723283,afara
-0.0059610182087351405,-0.35484521617118303,0.16536535232069266,-0.35757406059248475,afara
-0.04017400984341641,-0.1853001684927809,0.10312594455448076,-0.13362506003522065,afara
-0.07627199837793817,-0.23884083501442968,0.05091036221283799,-0.24516407005820562,afara
-0.126485772060935,-0.13446942987910412,0.004415973039322497,-0.10234354736666045,afara
-0.21071014116350675,-0.054406462894758714,-0.052499188061289385,-0.044863304403822794,afara
-0.24742629023671708,-0.06495825167127554,-0.051749893768546516,-0.017036148675861205,afara
-0.2516738822366967,-0.06591068546972567,-0.06602497321044455,-0.06055313804537555,afara
-0.2211183214511298,-0.12231475771872714,-0.04741353319851793,-0.1285248181523822,afara
-0.026706733121154742,-0.15535016955712125,0.14812300340978596,-0.2689874357385636,afara
0.04146535385685687,-0.10450269169627058,0.4128331046436051,-0.46051114948809274,afara
0.09612790691578398,-0.061015349575025316,0.32249915313626354,-0.5429013696718243,afara
-0.18222507372073873,-0.06954063552281382,-0.046946569507473127,-0.048307243004157244,stanga
-0.18003666438175042,-0.04819674239866223,-0.019235052710268968,-0.07649410713909222,stanga
-0.15420948973768409,-0.060404015628682736,-0.01694353280114319,-0.07913730628589727,stanga
-0.17513074620892663,-0.07546859281614297,-0.023246157531819335,-0.08683256073690047,stanga
-0.15887186732053304,-0.09499968201801624,-0.0006657179344566902,-0.07093612198094912,stanga
-0.1750377517992222,-0.08385642278082632,0.0026002192668859335,-0.08884602749236037,stanga
-0.1578612331194023,-0.11187725773438613,0.002498122404795114,-0.1050092214097272,stanga
-0.17677574959564724,-0.0981295398566072,-0.01587283456472299,-0.06639663006655849,stanga
-0.17651074267558947,-0.06033210200530564,-0.023291375168992084,-0.08667032461326064,stanga
-0.15501811375651292,-0.10310707269338826,-0.025687604480910016,-0.08377210318673697,stanga
-0.07899433441581591,-0.07641358924242529,0.053294338864213926,-0.11261328279738071,mijloc
-0.08685446728415175,-0.06042688249859642,0.045399797518855166,-0.0922445127216499,mijloc
-0.037327855207955826,-0.0620125040046438,0.11323950101823804,-0.09437126991912415,mijloc
-0.05681987393138919,-0.09264447178252191,0.08681346787890898,-0.09296945582639009,mijloc
-0.09244362678088358,-0.09310319368679285,0.035170734276481125,-0.08278773290226488,mijloc
-0.09231639258365246,-0.07561022650378704,0.031430904594503054,-0.11807666392153927,mijloc
-0.0648608157360045,-0.08489455890318845,0.0846940459827763,-0.11766812443948259,mijloc
-0.07616721793630224,-0.09501266835578077,0.09374167129154948,-0.1064262992281898,mijloc
-0.11182292647633277,-0.08922624955973232,0.033021482805658156,-0.10572823567995378,mijloc
-0.1045186909489251,-0.05189721755688444,0.05257749649316075,-0.10983572619540526,mijloc
-0.06869267162881448,-0.09419680223199914,0.1041733961074849,-0.10269747132130685,mijloc
0.03443284478666197,-0.027518698655331672,0.20384453940842495,-0.06587909051666944,dreapta
-0.015828365069452257,-0.048890924872215254,0.1717959013018176,-0.03429923597125126,dreapta
-0.01296717103784841,-0.033441103362835775,0.13768901816275242,-0.0867885150158945,dreapta
0.004133084096370757,-0.03710401488773786,0.17526180391940102,-0.09607933310224827,dreapta
-0.001896845361791222,-0.07632974205373508,0.175027264533396,-0.04754008544567555,dreapta
-0.0457567856315699,-0.0895001496989788,0.15482093203119462,-0.11994702196052014,dreapta
-0.04302967459073758,-0.08081958193815425,0.16684506417488743,-0.03191693737119704,dreapta
-0.03755334049124883,-0.0838888377117686,0.16019583153848702,-0.03409784804095902,dreapta
-0.02111010848422868,-0.11814418144181442,0.204097412360398,-0.05512396352907166,dreapta
-0.01925994654943708,-0.07552293920639032,0.1733033721652568,-0.03900594322536019,dreapta
-0.04793083289147337,-0.061065889610072054,0.04893622373180859,-0.08555100957070616,afara
0.009333353355006796,-0.040622389473398385,0.1328280793673745,-0.09259587761960372,afara
0.07707067893917528,-0.02133504335204626,0.2276279719341471,-0.10477055747855724,afara
0.03444297101372944,-0.05377295880989114,0.19097704292706186,-0.05283376676560021,afara
0.004531180991338145,-0.08591048907005058,0.2153096120745055,-0.03067616226298413,afara
-0.018847319494110015,-0.09981768459434823,0.207598584110536,-0.08489744928782805,afara
-0.027306676447262188,-0.19933722724934178,0.12260108572242524,-0.0641240778067937,afara
-0.06124002561558239,-0.16244598098530683,0.0720395833367884,-0.3675498543580551,afara
-0.14987752860001458,-0.09472598960299712,0.02217225517391355,-0.49335401933900996,afara
-0.2270200005458051,0.015061667947401469,-0.04111770655154625,-0.09250602840435876,afara
-0.24722950065271088,-0.031600781947970384,-0.10056244593003494,-0.0019486152819486152,afara
-0.1937444078494368,-0.08686438887170202,-0.06835365853658537,-0.009168354476773555,afara
-0.09587885381947786,-0.11105799872530274,0.03966634136090313,-0.10060727524788282,afara
0.08897988341877075,-0.04892645318823432,0.26832561713255565,-0.22774519581550756,afara
